Requested Rect. Yield,Date Completed,Work Center
90.1,1/6/2015,FINNSG3
88.8,1/6/2015,FINNSG4
66.46,1/6/2015,Amada FMS #1
76.77,1/6/2015,Amada FMS #1
75.17,1/6/2015,Amada FMS #1
88.2,1/6/2015,FINNSG4
37.94,1/6/2015,Amada Pulsar Laser  - Cell #1
62.34,1/6/2015,Amada Vipros 5 - Cell #3
88.9,1/6/2015,FINNSG4
85.8,1/6/2015,FINNSG5
39.36,1/6/2015,Amada Vipros 5 - Cell #3
78.26,1/6/2015,Amada Vipros 3 - Cell #2
89.2,1/6/2015,FINNSG4
85.8,1/6/2015,FINNSG5
86.8,1/6/2015,FINNSG3
89.9,1/6/2015,FINNSG1
55.4,1/6/2015,FINNSG2
56.59,1/6/2015,Amada FMS #2
32.98,1/6/2015,Amada FMS #2
85.16,1/6/2015,Salvagnini laser
89.1,1/6/2015,FINNSG4
88.8,1/6/2015,FINNSG4
76.9,1/6/2015,Amada Vipros 1 - Cell #1
64.09,1/6/2015,Amada FMS #2
30.7,1/6/2015,Amada Pulsar Laser  - Cell #1
82.6,1/6/2015,FINNSG1
87.63,1/6/2015,Amada Vipros 5 - Cell #3
88.6,1/6/2015,FINNSG4
88,1/6/2015,FINNSG4
88.6,1/6/2015,FINNSG3
45.86,1/6/2015,Amada Vipros 3 - Cell #2
90.7,1/6/2015,FINNSG2
80.3,1/6/2015,FINNSG3
70.7,1/6/2015,Salvagnini laser
24.08,1/6/2015,Amada FMS #2
87.3,1/6/2015,FINNSG5
92.4,1/6/2015,FINNSG4
63.44,1/6/2015,Amada Vipros 5 - Cell #3
73.31,1/6/2015,Amada FMS #2
87.1,1/6/2015,FINNSG5
91,1/6/2015,FINNSG4
93.1,1/6/2015,FINNSG4
80.9,1/6/2015,Amada Pulsar Laser  - Cell #1
77.92,1/6/2015,Amada Vipros 1 - Cell #1
83.67,1/6/2015,Amada FMS #2
86.6,1/6/2015,FINNSG3
89.2,1/6/2015,FINNSG4
83,1/6/2015,FINNSG5
90.8,1/6/2015,FINNSG4
32.08,1/6/2015,Amada Vipros 3 - Cell #2
82.22,1/6/2015,Amada FMS #2
84.32,1/6/2015,Salvagnini laser
86.6,1/6/2015,FINNSG3
82.8,1/6/2015,FINNSG5
84.8,1/6/2015,FINNSG3
79.79,1/6/2015,Amada FMS #2
80.78,1/6/2015,Amada Vipros 1 - Cell #1
54.92,1/6/2015,Amada Pulsar Laser  - Cell #1
87.7,1/6/2015,FINNSG4
82.23,1/6/2015,Amada FMS #1
75.88,1/6/2015,Amada FMS #1
77.45,1/6/2015,Amada FMS #1
67.7,1/6/2015,FINNSG4
80.1,1/6/2015,Amada FMS #2
60.54,1/6/2015,Amada Pulsar Laser  - Cell #1
67.9,1/6/2015,FINNSG4
87.8,1/6/2015,FINNSG3
85.2,1/6/2015,FINNSG1
88.8,1/6/2015,FINNSG2
63.01,1/6/2015,Amada FMS #2
51.6,1/6/2015,FINNSG4
66.31,1/6/2015,Amada Vipros 3 - Cell #2
79.9,1/6/2015,FINNSG5
75.73,1/6/2015,Amada FMS #2
69.1,1/6/2015,FINNSG4
90.1,1/6/2015,FINNSG1
83.7,1/6/2015,FINNSG3
87,1/6/2015,FINNSG2
88.2,1/6/2015,FINNSG5
85.63,1/6/2015,Amada FMS #2
87.4,1/6/2015,FINNSG3
78.7,1/6/2015,FINNSG4
86.5,1/6/2015,FINNSG1
119.54,1/6/2015,Salvagnini laser
87.9,1/6/2015,FINNSG2
55.88,1/6/2015,Amada Vipros 3 - Cell #2
81.9,1/6/2015,Amada FMS #2
76.4,1/6/2015,FINNSG4
48,1/6/2015,Amada Vipros 1 - Cell #1
87.8,1/6/2015,FINNSG3
82,1/6/2015,FINNSG4
82.8,1/6/2015,FINNSG5
75.29,1/6/2015,Amada Pulsar Laser  - Cell #1
55.72,1/6/2015,Amada Vipros 5 - Cell #3
75.29,1/6/2015,Amada Pulsar Laser  - Cell #1
80.9,1/6/2015,FINNSG5
87.9,1/6/2015,FINNSG3
43.75,1/6/2015,Amada Vipros 3 - Cell #2
74.95,1/6/2015,Amada FMS #2
74.79,1/6/2015,Salvagnini laser
85.7,1/6/2015,FINNSG3
74.5,1/6/2015,FINNSG4
73.07,1/6/2015,Amada Vipros 1 - Cell #1
65.73,1/6/2015,Amada FMS #2
89.5,1/6/2015,FINNSG3
9.32,1/6/2015,Amada Pulsar Laser  - Cell #1
57.44,1/6/2015,Amada FMS #2
89,1/6/2015,FINNSG3
83.6,1/6/2015,FINNSG1
88.5,1/6/2015,FINNSG3
44.88,1/6/2015,Amada FMS #1
88.7,1/6/2015,FINNSG2
74.6,1/6/2015,Amada FMS #1
81.54,1/6/2015,Amada FMS #1
83.25,1/6/2015,Amada FMS #1
75.75,1/6/2015,Amada Vipros 1 - Cell #1
61.81,1/6/2015,Amada Pulsar Laser  - Cell #1
80.01,1/6/2015,Amada FMS #2
89.9,1/6/2015,FINNSG2
11.82,1/6/2015,Amada Pulsar Laser  - Cell #1
83.64,1/6/2015,Amada FMS #1
44.3,1/6/2015,Salvagnini laser
88.2,1/6/2015,FINNSG4
70,1/6/2015,Amada Vipros 5 - Cell #3
78.25,1/6/2015,Amada FMS #2
84.1,1/6/2015,FINNSG3
74.9,1/6/2015,FINNSG1
67.34,1/6/2015,Amada Vipros 1 - Cell #1
48.53,1/6/2015,Amada Vipros 3 - Cell #2
90.4,1/6/2015,FINNSG4
84.3,1/6/2015,FINNSG2
87.7,1/6/2015,FINNSG3
92,1/6/2015,FINNSG4
44.64,1/6/2015,Amada Pulsar Laser  - Cell #1
91.9,1/6/2015,FINNSG4
88.2,1/6/2015,FINNSG2
69.23,1/6/2015,Amada FMS #2
88.2,1/6/2015,FINNSG2
87.9,1/6/2015,FINNSG4
15.13,1/6/2015,Amada Vipros 3 - Cell #2
77.77,1/6/2015,Amada Vipros 1 - Cell #1
81,1/6/2015,FINNSG5
84.7,1/6/2015,FINNSG3
27.42,1/6/2015,Amada Pulsar Laser  - Cell #1
84.21,1/6/2015,Amada FMS #2
88.2,1/6/2015,FINNSG2
70.31,1/6/2015,Amada FMS #2
88.9,1/6/2015,FINNSG3
88.3,1/6/2015,FINNSG4
73.75,1/6/2015,Amada FMS #1
83,1/6/2015,Amada FMS #1
79.12,1/6/2015,Amada FMS #1
88.3,1/6/2015,FINNSG4
86,1/6/2015,FINNSG5
74.02,1/6/2015,Amada FMS #2
89.1,1/6/2015,FINNSG2
89,1/6/2015,FINNSG2
98.72,1/6/2015,Salvagnini laser
70.31,1/6/2015,Amada FMS #2
68.2,1/6/2015,Amada FMS #2
73.32,1/6/2015,Amada Vipros 1 - Cell #1
86.4,1/6/2015,FINNSG2
90.2,1/6/2015,FINNSG5
77.86,1/6/2015,Amada FMS #1
87.2,1/6/2015,FINNSG5
38.67,1/6/2015,Amada Pulsar Laser  - Cell #1
85.1,1/6/2015,FINNSG4
91.6,1/6/2015,FINNSG3
117.78,1/6/2015,Salvagnini laser
82.36,1/6/2015,Amada FMS #2
71.9,1/6/2015,Amada Vipros 2 - Cell #1
86.2,1/6/2015,FINNSG5
60.99,1/6/2015,Amada FMS #1
62.81,1/6/2015,Amada Vipros 5 - Cell #3
84.1,1/6/2015,FINNSG4
87.3,1/6/2015,FINNSG5
89,1/6/2015,FINNSG3
62.34,1/6/2015,Amada FMS #2
89.5,1/6/2015,FINNSG3
83.8,1/6/2015,FINNSG3
63.09,1/6/2015,Amada Vipros 3 - Cell #2
63.44,1/6/2015,Amada Vipros 5 - Cell #3
63.46,1/6/2015,Amada Pulsar Laser  - Cell #1
73.32,1/6/2015,Amada Vipros 1 - Cell #1
86.2,1/6/2015,FINNSG1
71.9,1/6/2015,Amada Vipros 2 - Cell #1
82.96,1/6/2015,Amada Vipros 3 - Cell #2
83.4,1/6/2015,FINNSG4
72.3,1/6/2015,Amada Vipros 1 - Cell #1
83.8,1/6/2015,FINNSG3
78.9,1/6/2015,FINNSG2
83.02,1/6/2015,Amada Vipros 3 - Cell #2
81.12,1/6/2015,Amada Vipros 1 - Cell #1
77.8,1/6/2015,Salvagnini laser
44,1/6/2015,Amada Pulsar Laser  - Cell #1
91.1,1/6/2015,FINNSG4
91.7,1/6/2015,FINNSG3
51.72,1/6/2015,Amada Vipros 2 - Cell #1
84.5,1/6/2015,FINNSG4
89.6,1/6/2015,FINNSG1
82.1,1/6/2015,FINNSG2
81.12,1/6/2015,Amada Vipros 1 - Cell #1
90,1/6/2015,FINNSG3
80.49,1/6/2015,Amada Vipros 3 - Cell #2
59.31,1/6/2015,Amada FMS #2
68.49,1/6/2015,Amada FMS #2
75.87,1/6/2015,Amada FMS #2
90,1/6/2015,FINNSG2
92.1,1/6/2015,FINNSG3
71.26,1/6/2015,Amada Vipros 1 - Cell #1
85.5,1/6/2015,FINNSG1
89,1/6/2015,FINNSG2
71.14,1/6/2015,Amada Vipros 1 - Cell #1
87.3,1/6/2015,FINNSG5
88.8,1/6/2015,FINNSG3
89.8,1/6/2015,FINNSG5
67.45,1/6/2015,Amada Pulsar Laser  - Cell #1
85.6,1/6/2015,FINNSG3
82.9,1/6/2015,FINNSG3
67.8,1/6/2015,Amada Vipros 1 - Cell #1
85,1/6/2015,FINNSG5
80.18,1/6/2015,Salvagnini laser
83.6,1/6/2015,FINNSG4
69.68,1/6/2015,Amada Vipros 1 - Cell #1
5.65,1/6/2015,Amada Pulsar Laser  - Cell #1
85.3,1/6/2015,FINNSG3
70.89,1/6/2015,Amada Vipros 3 - Cell #2
92,1/6/2015,FINNSG4
77.44,1/6/2015,Amada FMS #2
66.53,1/6/2015,Amada FMS #2
56.78,1/6/2015,Amada FMS #2
0.25,1/6/2015,Amada Pulsar Laser  - Cell #1
58.69,1/6/2015,Amada Vipros 1 - Cell #1
91.1,1/6/2015,FINNSG2
85.9,1/6/2015,FINNSG5
85.9,1/6/2015,FINNSG3
87,1/6/2015,FINNSG1
8.2,1/6/2015,Amada Pulsar Laser  - Cell #1
85.6,1/6/2015,FINNSG5
88.8,1/6/2015,FINNSG2
92.2,1/6/2015,FINNSG4
83.9,1/6/2015,FINNSG3
79.21,1/6/2015,Amada Vipros 1 - Cell #1
13.88,1/6/2015,Amada Pulsar Laser  - Cell #1
91.4,1/6/2015,FINNSG2
75.02,1/6/2015,Amada Vipros 1 - Cell #1
87.9,1/6/2015,FINNSG4
89.4,1/6/2015,FINNSG1
76.45,1/6/2015,Amada Vipros 3 - Cell #2
89.3,1/6/2015,FINNSG4
90.5,1/6/2015,FINNSG5
90.5,1/6/2015,FINNSG5
73.93,1/6/2015,Amada FMS #2
58.92,1/6/2015,Amada FMS #2
54.75,1/6/2015,Amada FMS #2
81.2,1/6/2015,FINNSG3
52.81,1/6/2015,Amada Vipros 1 - Cell #1
87.4,1/6/2015,FINNSG4
84.4,1/6/2015,FINNSG1
84.6,1/6/2015,FINNSG5
72.4,1/6/2015,Amada Vipros 3 - Cell #2
85.8,1/6/2015,FINNSG3
89.6,1/6/2015,FINNSG4
85.5,1/6/2015,FINNSG3
92.9,1/6/2015,FINNSG2
43.05,1/6/2015,Amada Vipros 2 - Cell #1
89.2,1/6/2015,FINNSG1
88.4,1/6/2015,FINNSG4
79.6,1/6/2015,FINNSG5
91.5,1/6/2015,FINNSG3
88,1/6/2015,Salvagnini laser
23.89,1/6/2015,Amada Vipros 1 - Cell #1
85.4,1/6/2015,Amada Vipros 3 - Cell #2
0.77,1/6/2015,Salvagnini laser
91.5,1/6/2015,FINNSG1
69.4,1/6/2015,FINNSG5
85.6,1/6/2015,FINNSG3
73.02,1/6/2015,Amada Pulsar Laser  - Cell #1
52.63,1/6/2015,Amada Vipros 2 - Cell #1
89.4,1/6/2015,FINNSG4
63.78,1/6/2015,Amada Vipros 1 - Cell #1
92.7,1/6/2015,FINNSG5
83.9,1/6/2015,FINNSG3
50.12,1/6/2015,Amada FMS #2
58.08,1/6/2015,Amada FMS #2
0.92,1/6/2015,Amada Pulsar Laser  - Cell #1
81.8,1/6/2015,FINNSG1
81.7,1/6/2015,FINNSG3
84.8,1/6/2015,FINNSG5
79.06,1/6/2015,Amada Vipros 3 - Cell #2
79.25,1/6/2015,Amada Vipros 1 - Cell #1
91,1/6/2015,FINNSG2
62.06,1/6/2015,Salvagnini laser
89.8,1/6/2015,FINNSG4
92.1,1/6/2015,FINNSG3
87.8,1/6/2015,FINNSG1
72.2,1/6/2015,FINNSG5
51.72,1/6/2015,Amada Vipros 2 - Cell #1
91,1/6/2015,FINNSG2
88.6,1/6/2015,FINNSG4
85,1/6/2015,FINNSG3
88.4,1/6/2015,FINNSG2
52.03,1/6/2015,Amada Vipros 1 - Cell #1
87.5,1/6/2015,FINNSG4
19.52,1/6/2015,Amada Pulsar Laser  - Cell #1
2.07,1/6/2015,Amada Vipros 1 - Cell #1
92.2,1/6/2015,FINNSG5
83.7,1/6/2015,FINNSG3
86.6,1/6/2015,FINNSG2
83.9,1/6/2015,FINNSG1
46.75,1/6/2015,Amada Vipros 1 - Cell #1
73.18,1/6/2015,Amada Vipros 3 - Cell #2
90.9,1/6/2015,FINNSG2
26.16,1/6/2015,Amada Pulsar Laser  - Cell #1
91.6,1/6/2015,FINNSG3
88.6,1/6/2015,FINNSG4
75.92,1/6/2015,Amada Vipros 5 - Cell #3
80.33,1/6/2015,Salvagnini laser
93.1,1/6/2015,FINNSG3
52.63,1/6/2015,Amada Vipros 2 - Cell #1
86.7,1/6/2015,FINNSG5
93,1/6/2015,FINNSG3
91.3,1/6/2015,FINNSG5
56.41,1/6/2015,Amada Vipros 1 - Cell #1
91.6,1/6/2015,FINNSG4
87.5,1/6/2015,FINNSG5
80.7,1/6/2015,FINNSG1
89.3,1/6/2015,FINNSG3
58.3,1/6/2015,Amada FMS #2
48.74,1/6/2015,Amada FMS #2
48.16,1/6/2015,Amada FMS #2
55.01,1/6/2015,Amada Vipros 5 - Cell #3
87.8,1/6/2015,FINNSG2
71.3,1/6/2015,FINNSG5
79.9,1/6/2015,FINNSG3
79.9,1/6/2015,Amada Vipros 3 - Cell #2
16.14,1/6/2015,Salvagnini laser
89.7,1/6/2015,FINNSG4
91.1,1/6/2015,FINNSG2
49.89,1/6/2015,Amada FMS #2
90.3,1/6/2015,FINNSG5
83.4,1/6/2015,FINNSG2
84.9,1/6/2015,FINNSG3
47.57,1/6/2015,Amada Vipros 5 - Cell #3
91.5,1/6/2015,FINNSG5
85.7,1/6/2015,FINNSG2
38.3,1/6/2015,Amada FMS #2
67.03,1/6/2015,Amada Vipros 1 - Cell #1
49.47,1/6/2015,Amada Pulsar Laser  - Cell #1
85.4,1/6/2015,FINNSG2
90.7,1/6/2015,FINNSG4
33.21,1/6/2015,Amada Vipros 5 - Cell #3
87,1/6/2015,FINNSG5
89.2,1/6/2015,FINNSG1
92.69,1/6/2015,Salvagnini laser
86.6,1/6/2015,FINNSG2
52.05,1/6/2015,Amada Vipros 5 - Cell #3
89.1,1/6/2015,FINNSG4
30,1/6/2015,Salvagnini laser
89.1,1/6/2015,FINNSG3
91,1/6/2015,FINNSG2
88.6,1/6/2015,FINNSG5
90.7,1/6/2015,FINNSG1
49.47,1/6/2015,Amada Pulsar Laser  - Cell #1
68.74,1/6/2015,Amada Vipros 3 - Cell #2
90.4,1/6/2015,FINNSG4
87.9,1/6/2015,FINNSG3
89.9,1/6/2015,FINNSG5
86.5,1/6/2015,FINNSG1
88,1/6/2015,FINNSG4
51.24,1/6/2015,Amada Vipros 1 - Cell #1
90.1,1/6/2015,FINNSG4
93.4,1/6/2015,FINNSG5
42.18,1/6/2015,Amada Vipros 5 - Cell #3
76.95,1/6/2015,Amada Pulsar Laser  - Cell #1
80.52,1/6/2015,Amada Vipros 3 - Cell #2
89.6,1/6/2015,FINNSG2
91.4,1/6/2015,FINNSG5
41.26,1/6/2015,Amada Vipros 5 - Cell #3
57.83,1/6/2015,Amada Pulsar Laser  - Cell #1
91.4,1/6/2015,FINNSG2
90.2,1/6/2015,FINNSG5
44.87,1/6/2015,Amada Pulsar Laser  - Cell #1
73.76,1/6/2015,Salvagnini laser
91.7,1/6/2015,FINNSG4
7.88,1/6/2015,Salvagnini laser
51.24,1/6/2015,Amada Vipros 1 - Cell #1
86.2,1/6/2015,FINNSG2
88.7,1/6/2015,FINNSG3
84.27,1/6/2015,Salvagnini laser
91.6,1/6/2015,FINNSG1
90.8,1/6/2015,FINNSG4
11.89,1/6/2015,Amada Vipros 2 - Cell #1
84.4,1/6/2015,FINNSG5
47.11,1/6/2015,Amada Vipros 3 - Cell #2
72.1,1/6/2015,Salvagnini laser
93,1/6/2015,FINNSG1
84.6,1/6/2015,FINNSG2
78.79,1/6/2015,Amada FMS #1
86.7,1/6/2015,FINNSG4
86.3,1/6/2015,FINNSG3
85,1/6/2015,FINNSG2
86.4,1/6/2015,FINNSG5
71.08,1/6/2015,Amada Vipros 1 - Cell #1
90.9,1/6/2015,FINNSG2
92,1/6/2015,FINNSG3
76.6,1/6/2015,Amada FMS #1
89.8,1/6/2015,FINNSG2
82.6,1/6/2015,FINNSG4
88.1,1/6/2015,FINNSG5
83.8,1/6/2015,FINNSG1
44.24,1/6/2015,Amada Pulsar Laser  - Cell #1
86.5,1/6/2015,FINNSG5
50.48,1/6/2015,Amada FMS #1
66.94,1/6/2015,Amada Vipros 1 - Cell #1
84.7,1/6/2015,FINNSG2
69.66,1/6/2015,Amada Vipros 3 - Cell #2
88.1,1/6/2015,FINNSG3
90.4,1/6/2015,FINNSG3
89.2,1/6/2015,FINNSG5
0.94,1/6/2015,Amada Pulsar Laser  - Cell #1
78.4,1/6/2015,FINNSG2
88.6,1/6/2015,FINNSG4
0.94,1/6/2015,Amada Pulsar Laser  - Cell #1
55.71,1/6/2015,Amada Vipros 1 - Cell #1
74.81,1/6/2015,Salvagnini laser
83.9,1/6/2015,FINNSG3
84.8,1/6/2015,FINNSG2
85.6,1/6/2015,FINNSG1
91.3,1/6/2015,FINNSG5
44.24,1/6/2015,Amada Pulsar Laser  - Cell #1
88.5,1/6/2015,FINNSG1
86.7,1/6/2015,FINNSG2
84.9,1/6/2015,FINNSG3
77,1/6/2015,Amada Vipros 3 - Cell #2
88.1,1/6/2015,FINNSG5
89.8,1/6/2015,FINNSG1
86.5,1/6/2015,FINNSG3
67.03,1/6/2015,Amada Vipros 1 - Cell #1
84.8,1/6/2015,FINNSG2
0.75,1/6/2015,Amada Pulsar Laser  - Cell #1
87.2,1/6/2015,FINNSG4
87.6,1/6/2015,FINNSG2
69.17,1/6/2015,Amada Vipros 3 - Cell #2
93,1/6/2015,FINNSG1
89.4,1/6/2015,FINNSG4
87.6,1/6/2015,FINNSG2
92.5,1/6/2015,FINNSG1
88.5,1/6/2015,FINNSG2
87.2,1/6/2015,FINNSG3
80.9,1/6/2015,FINNSG5
36.81,1/6/2015,Amada Vipros 3 - Cell #2
87.8,1/6/2015,FINNSG4
63.38,1/6/2015,Amada Vipros 1 - Cell #1
87.8,1/6/2015,FINNSG1
86.39,1/6/2015,Salvagnini laser
87,1/6/2015,FINNSG2
60.43,1/6/2015,Salvagnini laser
53.28,1/6/2015,Amada Pulsar Laser  - Cell #1
89.6,1/6/2015,FINNSG4
81.6,1/6/2015,FINNSG2
87.5,1/6/2015,FINNSG5
87.3,1/6/2015,FINNSG4
69.1,1/6/2015,FINNSG2
37.41,1/6/2015,Salvagnini laser
84.3,1/6/2015,FINNSG1
70.83,1/6/2015,Amada FMS #2
3.52,1/6/2015,Amada Pulsar Laser  - Cell #1
75.33,1/6/2015,Amada Vipros 1 - Cell #1
89.09,1/6/2015,Salvagnini laser
74.1,1/6/2015,FINNSG2
90.5,1/6/2015,FINNSG5
15.54,1/6/2015,Amada FMS #2
73.3,1/6/2015,FINNSG2
89.4,1/6/2015,FINNSG5
53.71,1/6/2015,Amada Vipros 3 - Cell #2
87.1,1/6/2015,FINNSG1
62.99,1/6/2015,Salvagnini laser
65.6,1/6/2015,Amada Vipros 1 - Cell #1
76.1,1/6/2015,Amada Vipros 3 - Cell #2
89.9,1/6/2015,FINNSG5
82.3,1/6/2015,FINNSG4
71.9,1/6/2015,FINNSG2
7.84,1/6/2015,Amada Pulsar Laser  - Cell #1
79.36,1/6/2015,Amada FMS #2
90,1/6/2015,FINNSG3
88.5,1/6/2015,FINNSG5
87.8,1/6/2015,FINNSG1
89.8,1/6/2015,FINNSG1
83.8,1/6/2015,FINNSG4
43.87,1/6/2015,Amada Vipros 3 - Cell #2
92.5,1/6/2015,FINNSG5
82.7,1/6/2015,FINNSG2
74.7,1/6/2015,FINNSG2
50.03,1/6/2015,Amada Vipros 3 - Cell #2
82.8,1/6/2015,FINNSG2
83.5,1/6/2015,FINNSG4
67.58,1/6/2015,Amada Vipros 5 - Cell #3
91.9,1/6/2015,FINNSG1
72.49,1/6/2015,Amada FMS #2
41.01,1/6/2015,Amada Vipros 1 - Cell #1
86.8,1/6/2015,FINNSG4
85.8,1/6/2015,FINNSG2
53.85,1/6/2015,Amada Vipros 3 - Cell #2
87.1,1/6/2015,FINNSG5
15.38,1/6/2015,Amada Vipros 1 - Cell #1
71.95,1/6/2015,Amada Pulsar Laser  - Cell #1
89.9,1/6/2015,FINNSG1
81,1/6/2015,FINNSG4
89.9,1/6/2015,FINNSG4
72.9,1/6/2015,FINNSG2
89.1,1/6/2015,FINNSG4
92.4,1/6/2015,FINNSG2
90.4,1/6/2015,FINNSG1
91.9,1/6/2015,FINNSG5
91.1,1/6/2015,FINNSG1
90.6,1/6/2015,FINNSG5
50.21,1/6/2015,Amada FMS #2
90,1/6/2015,FINNSG4
57.9,1/6/2015,Amada Pulsar Laser  - Cell #1
6.02,1/6/2015,Amada Vipros 1 - Cell #1
69.7,1/6/2015,FINNSG2
88.2,1/6/2015,FINNSG1
87.7,1/6/2015,FINNSG4
80.8,1/6/2015,FINNSG2
9.17,1/6/2015,Amada Pulsar Laser  - Cell #1
87.4,1/6/2015,FINNSG5
86.2,1/6/2015,FINNSG4
87.2,1/6/2015,FINNSG1
126.76,1/6/2015,Salvagnini laser
90.4,1/7/2015,FINNSG4
78.44,1/7/2015,Amada FMS #2
85.5,1/7/2015,FINNSG5
85.9,1/7/2015,FINNSG4
55.85,1/7/2015,Amada Vipros 1 - Cell #1
89.2,1/7/2015,FINNSG5
68,1/7/2015,Amada Vipros 3 - Cell #2
89.3,1/7/2015,FINNSG4
91.7,1/7/2015,FINNSG2
78.25,1/7/2015,Amada FMS #2
60.84,1/7/2015,Salvagnini laser
89.9,1/7/2015,FINNSG4
90.34,1/7/2015,Amada FMS #1
66.2,1/7/2015,FINNSG4
64.13,1/7/2015,Amada FMS #1
34.46,1/7/2015,Amada Pulsar Laser  - Cell #1
78.33,1/7/2015,Amada FMS #2
84.4,1/7/2015,FINNSG5
89.4,1/7/2015,FINNSG5
22.98,1/7/2015,Amada Vipros 3 - Cell #2
84,1/7/2015,FINNSG3
87.9,1/7/2015,FINNSG2
62.42,1/7/2015,Amada FMS #2
86.9,1/7/2015,FINNSG5
62.22,1/7/2015,Amada FMS #2
85.6,1/7/2015,FINNSG2
89.7,1/7/2015,FINNSG5
68.53,1/7/2015,Amada Vipros 1 - Cell #1
91.8,1/7/2015,FINNSG1
88.2,1/7/2015,FINNSG4
85.8,1/7/2015,FINNSG5
37.05,1/7/2015,Amada Pulsar Laser  - Cell #1
61.85,1/7/2015,Amada FMS #2
85.8,1/7/2015,FINNSG2
61.85,1/7/2015,Amada FMS #2
58.99,1/7/2015,Amada FMS #2
88.7,1/7/2015,FINNSG2
69.91,1/7/2015,Amada Vipros 1 - Cell #1
74.62,1/7/2015,Amada Vipros 3 - Cell #2
120.12,1/7/2015,Salvagnini laser
85.2,1/7/2015,FINNSG2
78.48,1/7/2015,Amada FMS #1
82.43,1/7/2015,Amada FMS #1
89.6,1/7/2015,FINNSG4
90.2,1/7/2015,FINNSG1
43.02,1/7/2015,Amada Pulsar Laser  - Cell #1
88.3,1/7/2015,FINNSG5
86.9,1/7/2015,FINNSG5
63.04,1/7/2015,Amada FMS #2
88.1,1/7/2015,FINNSG2
84.6,1/7/2015,FINNSG4
85.7,1/7/2015,FINNSG1
90.9,1/7/2015,FINNSG4
63.81,1/7/2015,Amada FMS #2
86.7,1/7/2015,FINNSG2
91.1,1/7/2015,FINNSG5
53.58,1/7/2015,Amada FMS #2
41.07,1/7/2015,Amada Vipros 3 - Cell #2
55.92,1/7/2015,Amada Pulsar Laser  - Cell #1
87.7,1/7/2015,FINNSG4
91.2,1/7/2015,FINNSG5
88.3,1/7/2015,FINNSG3
86.9,1/7/2015,FINNSG5
43.32,1/7/2015,Amada FMS #2
85.5,1/7/2015,FINNSG1
84.6,1/7/2015,FINNSG2
87.2,1/7/2015,FINNSG1
70.85,1/7/2015,Amada FMS #1
73.54,1/7/2015,Amada FMS #1
71.03,1/7/2015,Amada FMS #1
76.9,1/7/2015,Amada Vipros 1 - Cell #1
90.4,1/7/2015,FINNSG5
71.58,1/7/2015,Amada FMS #2
90.2,1/7/2015,FINNSG3
62.52,1/7/2015,Amada Vipros 5 - Cell #3
70.89,1/7/2015,Amada Vipros 3 - Cell #2
89.4,1/7/2015,FINNSG1
51.4,1/7/2015,FINNSG2
87.1,1/7/2015,FINNSG4
91.1,1/7/2015,FINNSG5
91,1/7/2015,FINNSG4
41.02,1/7/2015,Amada Vipros 5 - Cell #3
42.96,1/7/2015,Amada Pulsar Laser  - Cell #1
90.7,1/7/2015,FINNSG3
90.5,1/7/2015,FINNSG5
73.47,1/7/2015,Amada Vipros 1 - Cell #1
86.8,1/7/2015,FINNSG4
5.47,1/7/2015,Amada Pulsar Laser  - Cell #1
82.1,1/7/2015,FINNSG2
36.84,1/7/2015,Amada Vipros 3 - Cell #2
43.05,1/7/2015,Amada Vipros 5 - Cell #3
83.47,1/7/2015,Amada FMS #2
89.8,1/7/2015,FINNSG4
73.16,1/7/2015,Amada FMS #1
90.7,1/7/2015,FINNSG3
9.94,1/7/2015,Amada Pulsar Laser  - Cell #1
92.5,1/7/2015,FINNSG4
78.09,1/7/2015,Amada Vipros 1 - Cell #1
89.6,1/7/2015,FINNSG3
75.87,1/7/2015,Amada FMS #2
88.8,1/7/2015,FINNSG3
86.5,1/7/2015,FINNSG5
126.14,1/7/2015,Salvagnini laser
92.5,1/7/2015,FINNSG4
91.5,1/7/2015,FINNSG3
78,1/7/2015,FINNSG1
89.3,1/7/2015,FINNSG4
91,1/7/2015,FINNSG3
77.96,1/7/2015,Amada FMS #2
19.77,1/7/2015,Amada Vipros 3 - Cell #2
72.8,1/7/2015,FINNSG2
89.6,1/7/2015,FINNSG4
77.97,1/7/2015,Amada Vipros 1 - Cell #1
59.39,1/7/2015,Amada Pulsar Laser  - Cell #1
88.3,1/7/2015,FINNSG4
88.8,1/7/2015,FINNSG4
61.8,1/7/2015,Amada FMS #1
59.22,1/7/2015,Amada FMS #1
83.3,1/7/2015,FINNSG1
91.8,1/7/2015,FINNSG3
81.6,1/7/2015,FINNSG5
87.4,1/7/2015,FINNSG2
66.19,1/7/2015,Amada Vipros 1 - Cell #1
86.8,1/7/2015,FINNSG4
111.18,1/7/2015,Salvagnini laser
86,1/7/2015,FINNSG1
87.58,1/7/2015,Amada Vipros 1 - Cell #1
92.6,1/7/2015,FINNSG3
83.5,1/7/2015,FINNSG2
66.49,1/7/2015,Amada Vipros 3 - Cell #2
64.89,1/7/2015,Amada FMS #2
54.65,1/7/2015,Amada FMS #1
60.16,1/7/2015,Amada FMS #1
78.88,1/7/2015,Amada FMS #1
88.2,1/7/2015,FINNSG4
85.5,1/7/2015,FINNSG5
39.71,1/7/2015,Amada FMS #2
87.9,1/7/2015,FINNSG1
69.53,1/7/2015,Amada Vipros 1 - Cell #1
